state,pollster,DEM,GOP,start_date,end_date,sample_size,population
MI,Strategic Vision,45,44,9/5/2008,9/7/2008,1200,lv
PA,Strategic Vision,47,45,9/5/2008,9/7/2008,1200,lv
OK,SurveyUSA,32,65,9/5/2008,9/7/2008,652,lv
WA,SurveyUSA,49,45,9/5/2008,9/7/2008,658,lv
VA,SurveyUSA,47,49,9/5/2008,9/7/2008,717,lv
WI,Strategic Vision,46,43,9/5/2008,9/7/2008,800,lv
US,USA Today/Gallup,44,54,9/5/2008,9/7/2008,823,lv
US,Ipsos,45,46,9/5/2008,9/9/2008,876,rv
WV,MBE,39,44,9/5/2008,9/8/2008,432,rv
NJ,Marist,48,45,9/5/2008,9/8/2008,805,rv
US,CBS News,44,46,9/5/2008,9/7/2008,655,rv
US,CNN,45,45,9/5/2008,9/7/2008,942,rv
US,CNN/Opinion Research,48,48,9/5/2008,9/7/2008,942,rv
NC,Civitas/TelOpinion,44,47,9/6/2008,9/10/2008,600,lv
NC,SurveyUSA,38,58,9/6/2008,9/8/2008,671,lv
US,Pub Op Str,43,46,9/6/2008,9/8/2008,800,lv
MI,PPP,47,46,9/6/2008,9/7/2008,1147,lv
FL,PPP,45,50,9/6/2008,9/7/2008,986,lv
WA,Elway Poll,45,39,9/6/2008,9/8/2008,225,rv
US,NBC News/Wall St. Jrnl,46,45,9/6/2008,9/8/2008,860,rv
US,GWU/Battleground,44,48,9/7/2008,9/11/2008,1000,lv
CO,PPP,47,46,9/7/2008,9/9/2008,1078,lv
OH,Strategic Vision,44,48,9/7/2008,9/9/2008,1200,lv
US,Rasmussen,48,47,9/7/2008,9/9/2008,3000,lv
GA,Strategic Vision,39,52,9/7/2008,9/9/2008,800,lv
CO,FOX News/Rasmussen,49,46,9/7/2008,9/7/2008,500,lv
FL,FOX News/Rasmussen,48,48,9/7/2008,9/7/2008,500,lv
OH,FOX News/Rasmussen,44,51,9/7/2008,9/7/2008,500,lv
PA,FOX News/Rasmussen,47,45,9/7/2008,9/7/2008,500,lv
VA,FOX News/Rasmussen,47,49,9/7/2008,9/7/2008,500,lv
US,Gallup,43,48,9/7/2008,9/9/2008,2714,rv
NH,CNN/Time,51,45,9/7/2008,9/9/2008,899,rv
US,Hotline/FD,45,45,9/7/2008,9/9/2008,902,rv
VA,CNN/Time,46,50,9/7/2008,9/9/2008,920,rv
MO,CNN/Time,45,50,9/7/2008,9/9/2008,940,rv
MI,CNN/Time,49,45,9/7/2008,9/9/2008,966,rv
US,Democracy Corps,46,48,9/8/2008,9/10/2008,1000,lv
ME,Research 2000,52,38,9/8/2008,9/10/2008,600,lv
MS,Research 2000,37,55,9/8/2008,9/10/2008,600,lv
NC,Research 2000,38,55,9/8/2008,9/10/2008,600,lv
IA,Des Moines Register,52,40,9/8/2008,9/10/2008,616,lv
NY,Siena,46,41,9/8/2008,9/10/2008,626,lv
OR,Hoffman Research,46,39,9/8/2008,9/9/2008,600,lv
ND,Rasmussen,41,55,9/8/2008,9/8/2008,500,lv
MT,Rasmussen,42,53,9/8/2008,9/8/2008,700,lv
NM,Rasmussen,47,49,9/8/2008,9/8/2008,700,lv
UT,Deseret News,24,62,9/8/2008,9/11/2008,601,rv
US,FOX News,42,45,9/8/2008,9/9/2008,900,rv
CA,PPIC,50,40,9/9/2008,9/16/2008,1157,lv
US,Pew Research,46,46,9/9/2008,9/14/2008,2307,lv
NJ,Research 2000,50,41,9/9/2008,9/11/2008,600,lv
AK,Rasmussen,33,64,9/9/2008,9/9/2008,500,lv
ID,Rasmussen,29,68,9/9/2008,9/9/2008,500,lv
SD,Rasmussen,37,54,9/9/2008,9/9/2008,500,lv
NC,PPP,44,48,9/9/2008,9/9/2008,626,lv
